shop
ID;Name;Brand;Amenity;Longitude;Latitude
22809856023;de VerwonderinG;;bag;5.700808;50.8472017
22809857209;Specsavers;Specsavers;optician;5.6998588;50.8493993
22809857652;Brewerij Bosch;;beverages;5.6993189;50.8485599
22809859891;Ivizi;;computer;5.6992281;50.8495612
22809861205;Kruidvat;Kruidvat;chemist;5.6991438;50.8495608
22809869577;Veers oet wieck;;greengrocer;5.7007201;50.8494265
22810448251;De Fietsedokter;;bicycle;5.7083984;50.8544101
22810455818;Stichting Twiede Hands Twiede Kans;;supermarket;5.7006334;50.8585155
22810468981;Mediamarkt;MediaMarkt;electronics;5.7000147;50.8570741
22810584411;Gamma;Gamma;doityourself;5.7249606;50.8536268
22810584955;De Soigneur;;hairdresser;5.7127396;50.8532668
22810585809;;;hairdresser;5.7141183;50.8508014
22810585877;Kunstketel;;art;5.7138559;50.8506902
22810586468;Wasserette de Wasbeer;;laundry;5.7140976;50.8505561
22810587370;Renault;Renault;car;5.7262938;50.8541757
22810588626;Dunya Exotic Supermarket;;greengrocer;5.7145389;50.8527157
22811156243;Albert Heijn;Albert Heijn;supermarket;5.7131217;50.8494339
22811247135;ElektroWorld Beckers;;hifi;5.7274988;50.844652
22811250522;Vintage & New;;second_hand;5.7269744;50.844552
22811252020;Shurgard Maastricht-Zuid;Shurgard;storage_rental;5.7147;50.8425303
22811253632;Gall & Gall;Gall & Gall;alcohol;5.727771;50.8439843
22811278877;Hensgens;;car;5.7305822;50.8511118
22811447161;Woonwerkgemeenschap Hartelstein;;second_hand;5.7142139;50.9009175
22811764732;Staples;Staples;stationery;5.7131272;50.8740372
22812148176;Schoonheidssalon Beauté Véronique;;beauty;5.7329361;50.8616859
22812149843;Theo Haarmode;;hairdresser;5.731819;50.8636839
22903412463;Primera;Primera;newsagent;5.7290572;50.8430186
22911733278;Big Bazar;Big Bazar;variety_store;5.7290827;50.8429152
22911733280;;;alcohol;5.7263659;50.8445853
22911733285;;;jewelry;5.7267786;50.8434175
22973318566;Jumbo;Jumbo;supermarket;5.7140629;50.852316
23453439097;s.Oliver;s.Oliver;clothes;5.6922435;50.8515351
23453439099;H&M;H&M;clothes;5.6918975;50.8517857
23453439104;The Sting;The Sting;clothes;5.6926778;50.8518296
23453439107;New Yorker;New Yorker;clothes;5.6900688;50.8505973
23453439112;Vodafone;Vodafone;mobile_phone;5.6912142;50.8499427
23715848475;Lidl;Lidl;supermarket;5.7087474;50.842167
23882611955;Albert Heijn;Albert Heijn;supermarket;5.6885996;50.8505189
23885106210;Alley Cat Bikes and Coffee;;bicycle;5.6926622;50.8510901
23885106213;HEMA;HEMA;department_store;5.6918895;50.8499679
23940466457;Aspact;;clothes;5.6936747;50.8492462
23940466458;Bloemenshop van der Weijden;;florist;5.7052843;50.8498721
23940466459;Hugo Boss;Hugo Boss;clothes;5.6936206;50.8494038
23940466460;De Bijenkorf;De Bijenkorf;department_store;5.6923341;50.8492329
23940466463;Jeans Centre;Jeans Centre;clothes;5.693183;50.8493846
23940466464;Nespresso;Nespresso;coffee;5.6933702;50.8492297
23940466465;Pinky;;confectionery;5.6929219;50.849364
23940466466;Polarn O. Pyret;;clothes;5.6929499;50.8492129
23940466467;Rituals;Rituals;cosmetics;5.6930098;50.8493761
23940466469;Rivièra Maison;;interior_decoration;5.694116;50.8492513
23940466470;Superdry;Superdry;clothes;5.6944577;50.8492783
23940466471;The Body Shop;The Body Shop;cosmetics;5.6902183;50.8498709
23940466472;Tickets&Service;;ticket;5.7055825;50.8496846
23940466473;Tommy Hilfiger;Tommy Hilfiger;clothes;5.69355;50.8492387
24084840636;Vive le Velo;;bicycle;5.685101;50.8531521
24095924486;BAMS Drankenshop;;alcohol;5.6900602;50.8511186
24137954320;Sauter Wijnen;;alcohol;5.7305104;50.8548131
24376384509;Aldi;Aldi;supermarket;5.7007148;50.8592257
24480836989;Bakkerij Koos;;bakery;5.6997539;50.8465891
24498748595;Bufkes;;butcher;5.69266;50.8518889
24533778642;Intratuin;Intratuin;garden_centre;5.7108108;50.8187809
24553978016;Trekpleister;Trekpleister;chemist;5.6777632;50.8434997
24555505989;wackywines;;alcohol;5.6959664;50.8239533
24568643671;PLUS;PLUS;supermarket;5.7042893;50.8319565
24694214385;Sligro;Sligro;wholesale;5.7045081;50.8698165
24728922978;HEMA;;convenience;5.7284698;50.8428331
24743586090;Primera;Primera;newsagent;5.6656104;50.85054
24751697806;PLUS;PLUS;supermarket;5.6589406;50.8455345
24773510126;Expert;Expert;electronics;5.6659384;50.8507678
24788328667;Kruidvat;Kruidvat;chemist;5.7329288;50.8631873
24788332362;Kruidvat;Kruidvat;chemist;5.713539;50.8522973
24793725718;Clarks;Clarks;shoes;5.6901315;50.849841
24793731769;Simon Levelt;;tea;5.6999516;50.8493951
24793731787;KIKO Milano;KIKO Milano;cosmetics;5.6900278;50.8498441
24793731838;De Kiosk;;kiosk;5.6948371;50.8492995
24793731842;Onglet;;butcher;5.6997;50.8494
24796742805;Open 32;;clothes;5.6925134;50.8515967
24796743719;;;ticket;5.6854321;50.8351809
24796743723;Casa;Casa;interior_decoration;5.6925289;50.8515396
24844506787;Kruidvat;Kruidvat;chemist;5.6559725;50.8644283
24902203730;ICI PARIS XL;ICI PARIS XL;perfumery;5.6654416;50.8508648
24910774659;De Beente Fietsen & Scooters;;bicycle;5.7134943;50.8280303
24910774661;Merkelbag Autoschade;;car_repair;5.7136019;50.8278595
24910774662;Heuts | Mobiliteit en Vrije Tijd;;car_parts;5.7129935;50.8286552
24910774664;DickerSchutz car import;;car;5.7126985;50.8292432
24910774665;Toyota Mengelers;Toyota;car;5.7129843;50.8294975
24910774666;Janssen Kerres;;car;5.7133284;50.8297478
24910779392;Koekjes Royale;;bakery;5.7138709;50.8304188
24922777791;Circus Bontevorst;;second_hand;5.6791985;50.8492631
24942113401;Vakgarage Walstock;;car_repair;5.6792852;50.8489355
24942122729;Bollen;;car_repair;5.6814635;50.8477202
24942138016;Bristol;Bristol;clothes;5.6776548;50.8433591
24972060621;Zara;Zara;clothes;5.6891783;50.8503709
24987028293;;;florist;5.659755;50.8458491
24987028294;;;hairdresser;5.6594347;50.845738
25040243921;HEMA;HEMA;department_store;5.6657815;50.8509635
25064963222;Rijwiehandel George Walstock;;bicycle;5.6752471;50.8442234
25077716622;Used Products Maastricht;;pawnbroker;5.6903691;50.8528681
25077716623;Secondhand4all;;clothes;5.6902105;50.8481967
25077716624;Secondhand4All;;clothes;5.7031567;50.8492697
25105623521;Action;Action;variety_store;5.6777327;50.8432196
25173224261;Ace & Tate;Ace & Tate;optician;5.6976819;50.8494056
25174489165;Budget food;;supermarket;5.714377;50.8523542
25174801438;Dutch Passion;;supermarket;5.7119194;50.8213879
25175179806;Elisabeth;;antiques;5.6928343;50.8467203
25175180950;Socks & Socky;;clothes;5.6902986;50.8506565
25175181182;Sketch;;clothes;5.6915419;50.8478512
25175181570;Nails & Beauty Bar;;beauty;5.6898403;50.848961
25176815406;Kruidvat;Kruidvat;chemist;5.6653286;50.8507578
25176815411;Baby Dump;;baby_goods;5.6808795;50.8557948
25176816065;Gedeelde Weelde;;supermarket;5.6891676;50.8554905
25177992027;Giant;Giant;bicycle;5.6708648;50.8600225
25249057544;Gall & Gall;Gall & Gall;alcohol;5.7130971;50.8490045
25250068425;Etos;Etos;chemist;5.7134966;50.8490339
25282686102;Dot;;clothes;5.6923964;50.8489513
25335187811;Jan Linders;Jan Linders;supermarket;5.6776786;50.8432979
25343587302;Gila;;interior_decoration;5.6902583;50.849374
25385342392;AKO;AKO;books;5.7053572;50.850333
25478846378;Kringloop Zuid;;second_hand;5.7159458;50.8217881
25520658208;Gall & Gall;Gall & Gall;alcohol;5.7012041;50.8464635
25522614229;Choca Mosa;;chocolate;5.6902996;50.8487818
25522614230;Saloon;;hairdresser;5.6900626;50.8488231
25522632921;Clio;;jewelry;5.6904305;50.8490867
25522677235;De Kiekoet;;clothes;5.6907862;50.848641
25522677237;Len;;hairdresser;5.6906418;50.8486372
25522686051;PL-Line;;clothes;5.691822;50.8477712
25522695901;Giensch Collection;;clothes;5.6916185;50.8489036
25522749662;Modshop;;clothes;5.6927942;50.8491139
25522749663;Van Os;;bag;5.6927475;50.8490508
25522820229;Amazing Oriental;;supermarket;5.6931029;50.8520693
25522820230;Turquoise;;convenience;5.6926495;50.8519603
25522820231;Kunstproeven;;art;5.6934774;50.8516382
25522820232;Esprit;Esprit;clothes;5.6926329;50.8517818
25522820233;50 50 Store;;clothes;5.6926401;50.8520397
25522820234;Bever;;outdoor;5.6931919;50.851915
25522820235;Saveurs;;deli;5.6928036;50.8521002
25522859123;Men At Work;;clothes;5.690178;50.8504594
25522859124;Hollister;Hollister;clothes;5.6897393;50.8506604
25522859126;Tumble ‘n Dry;;clothes;5.6896679;50.8506336
25522859130;Ziengs;Ziengs;shoes;5.6898321;50.8504605
25522859134;Mango;Mango;clothes;5.6898059;50.8506274
25522859135;Hans Anders;Hans Anders;optician;5.6897693;50.8503264
25522859136;Siebel;;jewelry;5.689839;50.8504334
25522859137;Jack & Jones;Jack & Jones;clothes;5.6893638;50.8506402
25522859139;VILA;VILA;clothes;5.6895128;50.8504083
25522859140;Cadeux;;gift;5.6901076;50.8504433
25522859141;Klassieke Zaken;;music;5.689464;50.8506796
25522859142;JDY;;clothes;5.6899338;50.8505956
25522859145;Eye Wish Opticiens;Eye Wish;optician;5.6895656;50.8506331
25522892310;Pearle;Pearle;optician;5.6892712;50.8485879
25523174225;Uit de Kunst;;art;5.6935181;50.8512753
25523174227;Milli;;clothes;5.6932487;50.851114
25523200008;Dionnnie’s;;gift;5.6935837;50.8505516
25523200009;Grootaers Elektronika;;electronics;5.6929187;50.8504694
25523218594;Jouw Marktkraam;;market;5.6928988;50.8499578
25523218595;Goudsmitse Murei;;jewelry;5.6931309;50.8498533
25523239594;Chasin’;;clothes;5.6921841;50.8505488
25523292075;K Store;;clothes;5.6940088;50.848514
25523292076;NZA;;clothes;5.6941122;50.8489181
25523340156;Tommy Hilfiger;Tommy Hilfiger;clothes;5.6935317;50.8489825
25523340157;Jos Naebers;;jewelry;5.6932375;50.848517
25523389900;Caprice;;clothes;5.692685;50.8481425
25523428567;Natan;;clothes;5.6935909;50.8479914
25523443859;Philippe;;hairdresser;5.6928057;50.8465028
25578247533;Bakkerij Paulissen;;bakery;5.6989498;50.8493479
25718387321;;;shoes;5.7009248;50.8493655
25720834522;Men's Boutique;;clothes;5.698398;50.8483417
25720847722;Coen Gorter;;furniture;5.6984044;50.8484044
25720869923;MiPasion;;clothes;5.6979692;50.8481504
25720882322;gay jongen;;furniture;5.6983628;50.8485245
25720885722;Joffers;;clothes;5.6980592;50.8483179
25720887722;Kris Wolf;;clothes;5.6983296;50.8481757
25720888218;;;deli;5.6980376;50.8481164
25720891423;Zenza;;furniture;5.6980601;50.8484357
25720892522;;;clothes;5.697974;50.8483744
25720892523;Mengelers;;laundry;5.6980331;50.8485109
25720892524;Nina's;;clothes;5.6980571;50.8487226
25720892525;Vintage Wear;;clothes;5.6981922;50.8488648
25720892526;Arboraror Denim;;clothes;5.6983811;50.8486453
25720893121;WePe Mode;;clothes;5.6981282;50.8488079
25720895121;bij duut;;clothes;5.697999;50.8485355
25720900375;A Caravela;;deli;5.6984202;50.8488684
25720905121;Ekoplaza;Ekoplaza;supermarket;5.698229;50.8490479
25720941923;;;jewelry;5.7015958;50.8494135
25720950421;Wanderlust;;gift;5.7008368;50.8494286
25721259421;Max;Max;clothes;5.6985907;50.847448
25723041921;Spar;Spar;supermarket;5.687458;50.8640306
25723098228;Praxis;Praxis;doityourself;5.6809104;50.8621254
25739202254;Keepin' It Hoppy;;beverages;5.6855321;50.8496187
25912232102;Yasar Market;;greengrocer;5.7129991;50.8500887
26186289008;Aon De Stasie;;bicycle;5.7067034;50.8460755
26784356175;Slow Motion;;cannabis;5.7041775;50.848794
26784356177;Aon De Stasie;;bicycle;5.7057157;50.8492326
26789272043;Bakkerij Cornelissen;;bakery;5.6797995;50.847396
26799165676;Henriette's Laundrette;;laundry;5.6913563;50.8445613
26799165677;Adriaan De Smaakmaker;;deli;5.6922155;50.8453358
26801702038;Action;Action;variety_store;5.7000112;50.8568426
26989375687;Zeeman;;variety_store;5.655924;50.8643935
27108958523;Juwelier Burger;;jewelry;5.7013622;50.8493829
27235342611;Etos;Etos;chemist;5.6550799;50.864044
27235391661;Bakkerij Paulissen;;bakery;5.6549673;50.864
27235391662;Verjan mode;;clothes;5.6552602;50.8641254
27483694205;pipoos;pipoos;craft;5.7001675;50.8493377
27689058569;Fort Sint Pieter ticket office;;ticket;5.6839727;50.8364433
27760999950;Hekkert;;car;5.7039132;50.8620124
27946348785;Friandises Chocolaterie;;confectionery;5.6980306;50.849409
27962823572;Carpetright;Carpetright;carpet;5.6816018;50.8608288
27997173994;ONLY;ONLY;clothes;5.6902814;50.8504598
28078541204;Blanche Dael;;coffee;5.6869906;50.8555902
28078572611;Beddenreus;;bed;5.6811435;50.8607449
28078572612;Beter Bed;Beter Bed;bed;5.6811885;50.8605343
28078572613;JYSK;JYSK;furniture;5.6812894;50.860271
28078572614;Leen Bakker;Leen Bakker;furniture;5.681593;50.8599156
28078572615;Kwantum;Kwantum;furniture;5.6819095;50.859714
29051717413;Big Bud Maastricht;;cannabis;5.6875712;50.8506592
29175921012;Reinhard Frans;;shoes;5.6915512;50.8477449
29336393881;Ruyters & de Koenig;;wine;5.6983594;50.8487821
29819770487;;;vacant;5.7058195;50.8495978
29938111946;Smores Pastry & Chocolade;;pastry;5.7012603;50.8497248
210287518759;Bierwinkel Stadsbrouwerij Maastricht;;alcohol;5.6975066;50.8499692
210295070134;Peter Lemmens;;pastry;5.6905121;50.8399581
210295070136;Chris’s micro bakery;;bakery;5.688349;50.8431429
210604837571;Winkelcentrum Caberg;;mall;5.6690625;50.860399
210672349605;Bakkerij Souren;;bakery;5.6913539;50.8492438
210672544205;Slagerij Van Melik;;butcher;5.6926541;50.8519287
210672544305;Chocolaterie Abbing;;confectionery;5.6876334;50.850667
210737009863;Pioenroos Chinese Massage;;massage;5.6901895;50.8534814
210737036115;Afroshop Giselle Wato;;hairdresser_supply;5.690208;50.8533797
210737036178;Visser Chocolade;;chocolate;5.6902782;50.8531115
210737040769;Persia;;convenience;5.6904636;50.8525111
210748389128;Iskander;;fabric;5.6901858;50.8540573
210773557752;Au Renard Blanc;;gift;5.6901618;50.8541005
210789718045;Ladyline Maastricht;;beauty;5.6909374;50.8539708
210956048111;;;convenience;5.6890987;50.850932
210969109925;Hennessy's Barbershop;;hairdresser;5.6783896;50.8468465
